task,condition_id,episode_key,source_dir,label_episode_success,label_episode_failure,label_episode_num_steps,label_episode_max_steps,label_stop_reason,label_elapsed_s,label_drawer_max_qpos,label_drawer_max_progress,label_coke_ever_grasped,label_coke_ever_lifted,label_coke_ever_lifted_significantly,label_coke_max_stage
move_near,20,move_near/condition_0020,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0020,0,1,80,80,truncated,551.9082178166136,nan,nan,0,0,0,0
move_near,21,move_near/condition_0021,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0021,0,1,80,80,truncated,555.6027106996626,nan,nan,0,0,0,0
move_near,22,move_near/condition_0022,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0022,1,0,51,80,success,357.7225427320227,nan,nan,0,0,0,4
move_near,23,move_near/condition_0023,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0023,1,0,30,80,success,210.1048630317673,nan,nan,0,0,0,4
move_near,24,move_near/condition_0024,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0024,0,1,80,80,truncated,544.7441136045381,nan,nan,0,0,0,0
move_near,25,move_near/condition_0025,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0025,0,1,80,80,truncated,552.0707920882851,nan,nan,0,0,0,0
move_near,26,move_near/condition_0026,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0026,1,0,52,80,success,364.2102290811017,nan,nan,0,0,0,4
move_near,27,move_near/condition_0027,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0027,0,1,80,80,truncated,540.925718350336,nan,nan,0,0,0,0
move_near,28,move_near/condition_0028,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0028,1,0,41,80,success,289.44755226001143,nan,nan,0,0,0,4
move_near,29,move_near/condition_0029,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0029,1,0,50,80,success,352.6560050714761,nan,nan,0,0,0,4
move_near,30,move_near/condition_0030,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0030,0,1,80,80,truncated,551.5839123800397,nan,nan,0,0,0,0
move_near,31,move_near/condition_0031,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0031,0,1,80,80,truncated,560.5660547027364,nan,nan,0,0,0,0
move_near,32,move_near/condition_0032,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0032,0,1,80,80,truncated,553.2407215069979,nan,nan,0,0,0,0
move_near,33,move_near/condition_0033,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0033,0,1,80,80,truncated,559.092557027936,nan,nan,0,0,0,0
move_near,34,move_near/condition_0034,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0034,0,1,80,80,truncated,565.0188834900036,nan,nan,0,0,0,0
open_drawer,0,open_drawer/condition_0000,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0000,0,1,113,113,truncated,762.676458328031,0.12069978564977646,0.8046652376651764,0,0,0,0
open_drawer,1,open_drawer/condition_0001,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0001,1,0,23,113,success,156.04644318204373,0.17038150131702423,1.0,0,0,0,4
open_drawer,2,open_drawer/condition_0002,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0002,0,1,113,113,truncated,760.0411671278998,0.12129592895507812,0.8086395263671875,0,0,0,0
open_drawer,3,open_drawer/condition_0003,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0003,1,0,18,113,success,120.49432637635618,0.1609293669462204,1.0,0,0,0,4
open_drawer,4,open_drawer/condition_0004,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0004,1,0,21,113,success,140.32305786944926,0.15220099687576294,1.0,0,0,0,4
open_drawer,5,open_drawer/condition_0005,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0005,1,0,35,113,success,237.95972678251565,0.16432416439056396,1.0,0,0,0,4
open_drawer,6,open_drawer/condition_0006,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0006,1,0,29,113,success,196.1294121760875,0.16661038994789124,1.0,0,0,0,4
open_drawer,7,open_drawer/condition_0007,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0007,0,1,113,113,truncated,751.2264045309275,3.295730658867124e-14,2.197153772578083e-13,0,0,0,0
open_drawer,8,open_drawer/condition_0008,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0008,0,1,113,113,truncated,748.4262995962054,1.250954340115129e-10,8.339695600767527e-10,0,0,0,0
open_drawer,9,open_drawer/condition_0009,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0009,0,1,113,113,truncated,754.5040390305221,0.02479819767177105,0.165321317811807,0,0,0,0
open_drawer,10,open_drawer/condition_0010,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0010,0,1,113,113,truncated,755.1013810560107,0.062319278717041016,0.4154618581136068,0,0,0,0
open_drawer,11,open_drawer/condition_0011,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0011,0,1,113,113,truncated,752.9250589106232,3.9197234325515085e-13,2.613148955034339e-12,0,0,0,0
open_drawer,12,open_drawer/condition_0012,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0012,1,0,33,113,success,222.00513452943414,0.19991567730903625,1.0,0,0,0,4
open_drawer,13,open_drawer/condition_0013,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0013,1,0,32,113,success,215.01731236744672,0.1573868989944458,1.0,0,0,0,4
open_drawer,14,open_drawer/condition_0014,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0014,1,0,76,113,success,510.4013251857832,0.15124724805355072,1.0,0,0,0,4
open_drawer,15,open_drawer/condition_0015,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0015,1,0,37,113,success,250.70421030931175,0.17407119274139404,1.0,0,0,0,4
open_drawer,16,open_drawer/condition_0016,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0016,1,0,30,113,success,202.88825442269444,0.16058483719825745,1.0,0,0,0,4
open_drawer,17,open_drawer/condition_0017,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0017,1,0,40,113,success,269.9095213608816,0.17309103906154633,1.0,0,0,0,4
open_drawer,18,open_drawer/condition_0018,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0018,0,1,113,113,truncated,757.3190989596769,4.0273391717880747e-13,2.6848927811920498e-12,0,0,0,0
open_drawer,19,open_drawer/condition_0019,/root/autodl-tmp/molmoact_project/results/formal/open_drawer/condition_0019,1,0,38,113,success,257.8906890852377,0.16597934067249298,1.0,0,0,0,4
pick_coke_can,0,pick_coke_can/condition_0000,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0000,0,1,80,80,truncated,545.8035678351298,nan,nan,0,0,0,0
pick_coke_can,1,pick_coke_can/condition_0001,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0001,1,0,51,80,success,348.33082011528313,nan,nan,1,1,0,4
pick_coke_can,2,pick_coke_can/condition_0002,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0002,0,1,80,80,truncated,550.25893131271,nan,nan,0,0,0,0
pick_coke_can,3,pick_coke_can/condition_0003,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0003,0,1,80,80,truncated,497.6024930542335,nan,nan,0,0,0,0
pick_coke_can,4,pick_coke_can/condition_0004,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0004,0,1,80,80,truncated,526.181457885541,nan,nan,0,0,0,0
pick_coke_can,5,pick_coke_can/condition_0005,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0005,0,1,80,80,truncated,513.78503615316,nan,nan,0,0,0,0
pick_coke_can,6,pick_coke_can/condition_0006,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0006,1,0,47,80,success,325.41528750862926,nan,nan,1,1,0,4
pick_coke_can,7,pick_coke_can/condition_0007,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0007,0,1,80,80,truncated,515.9167610928416,nan,nan,0,0,0,0
pick_coke_can,8,pick_coke_can/condition_0008,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0008,1,0,26,80,success,181.7265984173864,nan,nan,1,1,0,4
pick_coke_can,9,pick_coke_can/condition_0009,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0009,0,1,80,80,truncated,522.5243231561035,nan,nan,0,0,0,0
pick_coke_can,10,pick_coke_can/condition_0010,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0010,1,0,49,80,success,342.54572057072073,nan,nan,1,1,1,4
pick_coke_can,11,pick_coke_can/condition_0011,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0011,1,0,57,80,success,397.13099654205143,nan,nan,1,1,1,4
pick_coke_can,12,pick_coke_can/condition_0012,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0012,1,0,34,80,success,238.83507104497403,nan,nan,1,1,1,4
pick_coke_can,13,pick_coke_can/condition_0013,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0013,0,1,80,80,truncated,506.07149031572044,nan,nan,0,0,0,0
pick_coke_can,14,pick_coke_can/condition_0014,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0014,0,1,80,80,truncated,525.5548945814371,nan,nan,0,0,0,0
pick_coke_can,15,pick_coke_can/condition_0015,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0015,0,1,80,80,truncated,559.8492631921545,nan,nan,0,0,0,0
pick_coke_can,16,pick_coke_can/condition_0016,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0016,1,0,57,80,success,400.3262080093846,nan,nan,1,1,0,4
pick_coke_can,17,pick_coke_can/condition_0017,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0017,1,0,33,80,success,233.75025375559926,nan,nan,1,1,1,4
pick_coke_can,18,pick_coke_can/condition_0018,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0018,1,0,26,80,success,186.5421556532383,nan,nan,1,1,0,4
pick_coke_can,19,pick_coke_can/condition_0019,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0019,0,1,80,80,truncated,492.55473204143345,nan,nan,0,0,0,0
pick_coke_can,20,pick_coke_can/condition_0020,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0020,1,0,56,80,success,398.8263699244708,nan,nan,1,1,1,4
pick_coke_can,21,pick_coke_can/condition_0021,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0021,1,0,44,80,success,310.0627365959808,nan,nan,1,1,0,4
pick_coke_can,22,pick_coke_can/condition_0022,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0022,1,0,29,80,success,205.34967612288892,nan,nan,1,1,1,4
pick_coke_can,23,pick_coke_can/condition_0023,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0023,1,0,20,80,success,141.29635567963123,nan,nan,1,1,1,4
pick_coke_can,24,pick_coke_can/condition_0024,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0024,0,1,80,80,truncated,530.0495450347662,nan,nan,0,0,0,0
pick_coke_can,25,pick_coke_can/condition_0025,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0025,0,1,80,80,truncated,559.3410891173407,nan,nan,0,0,0,0
pick_coke_can,26,pick_coke_can/condition_0026,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0026,0,1,80,80,truncated,566.7367012547329,nan,nan,0,0,0,0
pick_coke_can,27,pick_coke_can/condition_0027,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0027,0,1,80,80,truncated,528.9366043312475,nan,nan,0,0,0,0
pick_coke_can,28,pick_coke_can/condition_0028,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0028,0,1,80,80,truncated,527.2778265792876,nan,nan,0,0,0,0
pick_coke_can,29,pick_coke_can/condition_0029,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0029,0,1,80,80,truncated,562.9653097121045,nan,nan,0,0,0,0
pick_coke_can,30,pick_coke_can/condition_0030,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0030,1,0,58,80,success,409.07356374245137,nan,nan,1,1,1,4
pick_coke_can,31,pick_coke_can/condition_0031,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0031,0,1,80,80,truncated,498.56936794985086,nan,nan,0,0,0,0
pick_coke_can,32,pick_coke_can/condition_0032,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0032,0,1,80,80,truncated,572.8851576521993,nan,nan,0,0,0,0
pick_coke_can,33,pick_coke_can/condition_0033,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0033,0,1,80,80,truncated,546.2429479332641,nan,nan,0,0,0,0
pick_coke_can,34,pick_coke_can/condition_0034,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0034,0,1,80,80,truncated,573.5148801021278,nan,nan,0,0,0,0
pick_coke_can,35,pick_coke_can/condition_0035,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0035,1,0,44,80,success,315.2486110460013,nan,nan,1,1,0,4
pick_coke_can,36,pick_coke_can/condition_0036,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0036,0,1,80,80,truncated,570.5899265501648,nan,nan,0,0,0,0
pick_coke_can,37,pick_coke_can/condition_0037,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0037,0,1,80,80,truncated,568.3154982998967,nan,nan,0,0,0,0
pick_coke_can,38,pick_coke_can/condition_0038,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0038,0,1,80,80,truncated,548.7859390145168,nan,nan,0,0,0,0
pick_coke_can,39,pick_coke_can/condition_0039,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0039,1,0,23,80,success,161.75053756590933,nan,nan,1,1,1,4
pick_coke_can,40,pick_coke_can/condition_0040,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0040,0,1,80,80,truncated,555.359155299142,nan,nan,0,0,0,0
pick_coke_can,41,pick_coke_can/condition_0041,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0041,0,1,80,80,truncated,552.9634023439139,nan,nan,0,0,0,0
pick_coke_can,42,pick_coke_can/condition_0042,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0042,1,0,24,80,success,170.38266159500927,nan,nan,1,1,1,4
pick_coke_can,43,pick_coke_can/condition_0043,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0043,0,1,80,80,truncated,553.74641248025,nan,nan,0,0,0,0
pick_coke_can,44,pick_coke_can/condition_0044,/root/autodl-tmp/molmoact_project/results/formal/pick_coke_can/condition_0044,1,0,15,80,success,109.87841786444187,nan,nan,1,1,0,4
